task_id,mobility_status,signal_strength,critical_task,bandwidth_mbps,number_of_instructions_mips,task_size_MB,is_offloaded,offloading_target,decision_reason
1159,high,-70.0809479,0,50.03278141,4978,717.9955671,1,cloud,High mobility - cloud optimal
1160,high,-54.73301959,0,48.31453964,2175,225.7938807,1,cloud,High mobility - cloud optimal
1161,high,-78.73282582,0,17.32706499,1136,195.340849,1,cloud,High mobility - cloud optimal
1162,high,-76.44120295,0,24.82536243,640,131.3169418,1,cloud,High mobility - cloud optimal
1163,high,-70.16722109,0,42.25012198,2456,71.58488545,1,cloud,High mobility - cloud optimal
1164,high,-84.93818755,0,28.46667268,2870,334.599127,1,cloud,High mobility - cloud optimal
1165,high,-70.24611941,0,32.57854178,4898,351.1077862,1,cloud,High mobility - cloud optimal
1166,high,-72.87506529,0,44.49120019,2063,272.5412084,1,cloud,High mobility - cloud optimal
1167,high,-79.35366456,0,18.51487163,2498,591.9191736,1,cloud,High mobility - cloud optimal
1168,high,-78.87805007,0,29.46663928,1289,124.6709706,1,cloud,High mobility - cloud optimal
1169,high,-75.09890189,0,25.67425967,316,127.3910179,1,cloud,High mobility - cloud optimal
1170,high,-65.52383661,0,48.14265309,3779,700.9414432,1,cloud,High mobility - cloud optimal
1171,high,-79.91272073,0,28.17786123,1255,169.8925085,1,cloud,High mobility - cloud optimal
1172,high,-69.40282018,0,50.87131437,4741,588.34271,1,cloud,High mobility - cloud optimal
1173,high,-86.64408157,0,14.26695789,2497,28.10652551,1,cloud,High mobility - cloud optimal
1174,high,-84.18855961,0,3.974603689,889,120.893825,1,cloud,High mobility - cloud optimal
1175,high,-57.52747572,0,59.34911205,2739,329.2159167,1,cloud,High mobility - cloud optimal
1176,high,-72.68107801,0,47.96580473,722,33.68604723,1,cloud,High mobility - cloud optimal
1177,high,-68.88911164,0,21.48311707,1939,276.5808511,1,cloud,High mobility - cloud optimal
1178,high,-65.30582996,0,29.50976697,2909,408.3375731,1,cloud,High mobility - cloud optimal
1179,high,-68.2612052,0,16.57835136,4749,859.9757331,1,cloud,High mobility - cloud optimal
1180,high,-77.58407619,0,21.65388552,1285,324.961274,1,cloud,High mobility - cloud optimal
1181,high,-60.62051839,0,44.48568008,233,93.52068659,1,cloud,High mobility - cloud optimal
1182,high,-84.94078973,0,8.949374845,258,76.71620954,1,cloud,High mobility - cloud optimal
1183,high,-60.07861043,0,54.71839586,628,92.6316142,1,cloud,High mobility - cloud optimal
1184,high,-54.80591808,0,62.38242511,4441,846.8995379,1,cloud,High mobility - cloud optimal
1185,high,-54.02998772,0,64.90298772,3636,7.220940481,1,cloud,High mobility - cloud optimal
1186,high,-69.86944396,0,44.55515716,3391,505.3146526,1,cloud,High mobility - cloud optimal
1187,high,-70.18729412,0,27.635729,504,125.5368202,1,cloud,High mobility - cloud optimal
1188,high,-74.79399432,0,27.16115082,1042,230.3720436,1,cloud,High mobility - cloud optimal
1189,high,-83.16220426,0,29.71916658,2023,251.5571877,1,cloud,High mobility - cloud optimal
1190,high,-67.84233065,0,31.10395889,3125,302.1223597,1,cloud,High mobility - cloud optimal
1191,high,-89.89471378,0,12.73838564,2157,268.1880323,1,cloud,High mobility - cloud optimal
1192,high,-58.83729943,0,45.64735754,1099,69.37139358,1,cloud,High mobility - cloud optimal
1193,high,-84.97355418,0,10.28971796,2150,447.0627145,1,cloud,High mobility - cloud optimal
1194,high,-58.24656351,0,49.34803821,1521,402.2676366,1,cloud,High mobility - cloud optimal
1195,high,-64.11554956,0,36.15368263,1892,14.47354997,1,cloud,High mobility - cloud optimal
1196,high,-51.71571616,0,50.29267219,3021,251.8209219,1,cloud,High mobility - cloud optimal
1197,high,-54.71333102,0,41.05118409,1714,397.011685,1,cloud,High mobility - cloud optimal
1198,high,-53.69272219,0,54.94616188,2104,15.5620796,1,cloud,High mobility - cloud optimal
1199,high,-52.45657617,0,58.71261516,2416,172.3035636,1,cloud,High mobility - cloud optimal
1200,high,-81.20002111,0,13.08058901,1226,158.2203691,1,cloud,High mobility - cloud optimal
